group_id,geometry,quarter,amount,analysis_neighborhood,area,GEOID20,tract_geoid
7759,"MULTIPOLYGON (((-122.411544 37.748932, -122.412618 37.748883, -122.412687 37.74937, -122.411593 37.749436, -122.411544 37.748932)), ((-122.410658 37.74949, -122.410811 37.751092, -122.409914 37.751145, -122.409762 37.749544, -122.410658 37.74949)), ((-122.413365 37.750936, -122.413517 37.752538, -122.412995 37.752573, -122.412839 37.750968, -122.413365 37.750936)), ((-122.408189 37.752852, -122.408343 37.754453, -122.407449 37.754506, -122.407291 37.752907, -122.408189 37.752852)), ((-122.407449 37.754506, -122.407602 37.756109, -122.406636 37.756167, -122.40648 37.754564, -122.407449 37.754506)), ((-122.409433 37.755998, -122.409467 37.756085, -122.409588 37.757595, -122.408651 37.757651, -122.408499 37.756055, -122.409433 37.755998)), ((-122.410616 37.758463, -122.410527 37.757539, -122.411424 37.757485, -122.41158 37.759084, -122.410759 37.759134, -122.410674 37.759059, -122.410616 37.758463)))",2023Q3,"12,760.99",Mission,60750229012002 | 60750229022001 | 60750229031001 | 60750228012006 | 60750228022004 | 60750228032001 | 60750229012007,60750229012002,06075022901
7760,"MULTIPOLYGON (((-122.417358 37.752306, -122.417201 37.750705, -122.417726 37.750674, -122.418288 37.75064, -122.418445 37.752239, -122.417877 37.752271, -122.417358 37.752306)), ((-122.413926 37.750903, -122.414086 37.752506, -122.413517 37.752538, -122.413365 37.750936, -122.413926 37.750903)), ((-122.417358 37.752306, -122.417506 37.753902, -122.417659 37.755502, -122.416567 37.755568, -122.415473 37.755634, -122.414388 37.755699, -122.414234 37.754099, -122.41532 37.754034, -122.416413 37.753968, -122.416266 37.752373, -122.416826 37.752337, -122.417358 37.752306)))",2023Q3,"41,729.04",Mission,60750229012003 | 60750209001000 | 60750209001003 | 60750209001006 | 60750209001007 | 60750228031004 | 60750228031005,60750229012003,06075022901
7761,"MULTIPOLYGON (((-122.411488 37.748344, -122.411628 37.748341, -122.412589 37.748322, -122.412597 37.748409, -122.412602 37.748468, -122.412603 37.748526, -122.412611 37.748573, -122.412614 37.748639, -122.412615 37.748689, -122.412615 37.748749, -122.412614 37.748795, -122.412619 37.748856, -122.412618 37.748883, -122.411544 37.748932, -122.411488 37.748344)), ((-122.410811 37.751092, -122.410963 37.752685, -122.410066 37.752739, -122.409914 37.751145, -122.410811 37.751092)), ((-122.406219 37.751726, -122.406187 37.751367, -122.407139 37.75131, -122.407291 37.752907, -122.40651 37.752954, -122.406336 37.753004, -122.406219 37.751726)), ((-122.408343 37.754453, -122.408499 37.756055, -122.407602 37.756109, -122.407449 37.754506, -122.408343 37.754453)), ((-122.404002 37.756996, -122.403868 37.756926, -122.403727 37.756598, -122.403645 37.755735, -122.403523 37.754454, -122.404484 37.754396, -122.405032 37.754363, -122.405454 37.754337, -122.406453 37.754277, -122.40648 37.754564, -122.406636 37.756167, -122.407602 37.756109, -122.407754 37.757705, -122.4068 37.757762, -122.406699 37.756834, -122.40526 37.75692, -122.404732 37.756952, -122.404002 37.756996)), ((-122.411273 37.755888, -122.411424 37.757485, -122.410527 37.757539, -122.410373 37.755942, -122.411273 37.755888)))",2023Q3,"5,394.19",Mission,60750229012010 | 60750229021004 | 60750229031005 | 60750228022003 | 60750228022005 | 60750228032003 | 60750228033000,60750229012010,06075022901
7762,"MULTIPOLYGON (((-122.414336 37.74927, -122.414861 37.749238, -122.415014 37.750837, -122.41449 37.750869, -122.414336 37.74927)), ((-122.413213 37.749338, -122.413771 37.749304, -122.413926 37.750903, -122.413365 37.750936, -122.413213 37.749338)), ((-122.417358 37.752306, -122.417877 37.752271, -122.418445 37.752239, -122.418594 37.753837, -122.417506 37.753902, -122.417358 37.752306)), ((-122.415172 37.75244, -122.416266 37.752373, -122.416413 37.753968, -122.41532 37.754034, -122.415172 37.75244)))",2023Q3,"38,550.99",Mission,60750229013001 | 60750209001002 | 60750229011003 | 60750229012004,60750229013001,06075022901
7763,"MULTIPOLYGON (((-122.413818 37.748292, -122.413673 37.748297, -122.413669 37.748255, -122.413666 37.748216, -122.413661 37.748162, -122.413571 37.747171, -122.413704 37.747201, -122.414834 37.747345, -122.414911 37.74815, -122.414913 37.748172, -122.414919 37.748231, -122.414924 37.748285, -122.414826 37.748273, -122.413818 37.748292)), ((-122.417017 37.748774, -122.41736 37.748533, -122.417912 37.748324, -122.417992 37.748323, -122.418206 37.748203, -122.418357 37.748198, -122.419171 37.748179, -122.419247 37.748974, -122.41871 37.749006, -122.418135 37.749041, -122.418288 37.75064, -122.417726 37.750674, -122.417201 37.750705, -122.417049 37.749107, -122.417017 37.748774)), ((-122.414849 37.749021, -122.414849 37.748925, -122.414849 37.748906, -122.414857 37.748883, -122.414874 37.748858, -122.414897 37.748831, -122.41493 37.748817, -122.414974 37.748798, -122.414984 37.748788, -122.414986 37.748775, -122.41499 37.748752, -122.41499 37.748704, -122.414986 37.748675, -122.414978 37.748642, -122.414924 37.748285, -122.41587 37.748267, -122.415873 37.748299, -122.415955 37.749172, -122.415389 37.749206, -122.414861 37.749238, -122.414849 37.749021)), ((-122.416519 37.749138, -122.416672 37.750737, -122.416108 37.750771, -122.415955 37.749172, -122.416519 37.749138)))",2023Q3,"19,880.87",Mission,60750229013004 | 60750252001002 | 60750209002000 | 60750209002004 | 60750209002002 | 60750209002003 | 60750209003005,60750229013004,06075022901
7764,"MULTIPOLYGON (((-122.421284 37.74885, -122.420832 37.748878, -122.420354 37.748907, -122.419781 37.748941, -122.419247 37.748974, -122.419171 37.748179, -122.420139 37.748157, -122.420282 37.748161, -122.421393 37.748124, -122.4223 37.74807, -122.422455 37.748007, -122.422565 37.748, -122.422611 37.748783, -122.422528 37.748795, -122.421284 37.74885)), ((-122.414984 37.748788, -122.414974 37.748798, -122.41493 37.748817, -122.414897 37.748831, -122.414874 37.748858, -122.414857 37.748883, -122.414849 37.748906, -122.414849 37.748925, -122.414849 37.749021, -122.414861 37.749238, -122.414336 37.74927, -122.413771 37.749304, -122.413725 37.74884, -122.413673 37.748297, -122.413818 37.748292, -122.414826 37.748273, -122.414924 37.748285, -122.414978 37.748642, -122.414986 37.748675, -122.41499 37.748704, -122.41499 37.748752, -122.414986 37.748775, -122.414984 37.748788)), ((-122.416519 37.749138, -122.417049 37.749107, -122.417201 37.750705, -122.416672 37.750737, -122.416519 37.749138)))",2023Q3,"1,034.24",Mission,60750229013005 | 60750209002001 | 60750209003004 | 60750210004003,60750229013005,06075022901
7765,"MULTIPOLYGON (((-122.409239 37.754262, -122.409266 37.754223, -122.40913 37.752796, -122.410066 37.752739, -122.41022 37.754341, -122.409253 37.754398, -122.409239 37.754262)), ((-122.409735 37.759108, -122.409661 37.758494, -122.409568 37.757727, -122.409588 37.757595, -122.410527 37.757539, -122.410616 37.758463, -122.410674 37.759059, -122.410759 37.759134, -122.40977 37.759194, -122.409735 37.759108)), ((-122.40794 37.759305, -122.408848 37.75925, -122.408892 37.75934, -122.409033 37.760543, -122.408064 37.760601, -122.40794 37.759305)), ((-122.407066 37.760661, -122.408064 37.760601, -122.408187 37.761876, -122.407187 37.761936, -122.407066 37.760661)))",2023Q3,"28,558.9",Mission,60750229021000 | 60750228012000 | 60750228012007 | 60750228021008,60750229021000,06075022902
7766,"MULTIPOLYGON (((-122.412589 37.748322, -122.411628 37.748341, -122.411488 37.748344, -122.411484 37.748298, -122.41148 37.748257, -122.411475 37.748209, -122.411388 37.747301, -122.413571 37.747171, -122.413661 37.748162, -122.413666 37.748216, -122.413669 37.748255, -122.413673 37.748297, -122.413536 37.748304, -122.412589 37.748322)), ((-122.411593 37.749436, -122.411746 37.751034, -122.410811 37.751092, -122.410658 37.74949, -122.411593 37.749436)), ((-122.406896 37.749717, -122.407884 37.749657, -122.408037 37.751257, -122.407139 37.75131, -122.407007 37.749921, -122.406896 37.749717)), ((-122.410963 37.752685, -122.41112 37.754287, -122.41022 37.754341, -122.410066 37.752739, -122.410963 37.752685)), ((-122.406336 37.753004, -122.406453 37.754277, -122.405454 37.754337, -122.405331 37.753064, -122.406336 37.753004)), ((-122.406061 37.760753, -122.405921 37.760744, -122.405835 37.760749, -122.405097 37.760792, -122.404972 37.759502, -122.404011 37.759559, -122.403931 37.759025, -122.403868 37.758965, -122.403859 37.758923, -122.403908 37.758895, -122.404007 37.758884, -122.404042 37.75884, -122.404012 37.758787, -122.403876 37.758777, -122.403841 37.75874, -122.403859 37.75869, -122.403921 37.758663, -122.403988 37.758662, -122.404029 37.758628, -122.404001 37.758569, -122.403922 37.758563, -122.403836 37.758531, -122.403812 37.758489, -122.403834 37.758461, -122.403965 37.758423, -122.404 37.758378, -122.40398 37.758338, -122.403887 37.758287, -122.403822 37.757937, -122.403464 37.757644, -122.403212 37.757244, -122.403074 37.757052, -122.403461 37.757029, -122.403689 37.757015, -122.403766 37.75701, -122.404002 37.756996, -122.404732 37.756952, -122.40526 37.75692, -122.406699 37.756834, -122.4068 37.757762, -122.406947 37.759365, -122.407066 37.760661, -122.40648 37.760731, -122.40626 37.760743, -122.406061 37.760753)))",2023Q3,"10,303.98",Mission,60750229021001 | 60750229022002 | 60750229032003 | 60750229033001 | 60750252001001 | 60750227042003 | 60750228022000,60750229021001,06075022902
7767,"MULTIPOLYGON (((-122.410551 37.748367, -122.410654 37.748363, -122.411346 37.748344, -122.411488 37.748344, -122.411544 37.748932, -122.411593 37.749436, -122.410658 37.74949, -122.410551 37.748367)), ((-122.409762 37.749544, -122.409914 37.751145, -122.408978 37.751201, -122.408825 37.749601, -122.409762 37.749544)), ((-122.4119 37.752629, -122.412047 37.75423, -122.41112 37.754287, -122.410963 37.752685, -122.4119 37.752629)), ((-122.409253 37.754398, -122.41022 37.754341, -122.41112 37.754287, -122.411273 37.755888, -122.410373 37.755942, -122.410527 37.757539, -122.409588 37.757595, -122.409467 37.756085, -122.409433 37.755998, -122.40935 37.754963, -122.409253 37.754398)), ((-122.407754 37.757705, -122.40794 37.759305, -122.406947 37.759365, -122.4068 37.757762, -122.407754 37.757705)))",2023Q3,"14,304.49",Mission,60750229021002 | 60750229022000 | 60750229022003 | 60750228022002 | 60750228032002 | 60750228033002 | 60750228033003,60750229021002,06075022902
7768,"MULTIPOLYGON (((-122.410654 37.748363, -122.410551 37.748367, -122.410546 37.748317, -122.410542 37.748278, -122.410538 37.748232, -122.410461 37.74743, -122.410495 37.747354, -122.411388 37.747301, -122.411475 37.748209, -122.41148 37.748257, -122.411484 37.748298, -122.411488 37.748344, -122.411346 37.748344, -122.410654 37.748363)), ((-122.408854 37.748397, -122.409547 37.748385, -122.40965 37.748379, -122.409762 37.749544, -122.408825 37.749601, -122.40871 37.748397, -122.408854 37.748397)), ((-122.408037 37.751257, -122.408189 37.752852, -122.407291 37.752907, -122.407139 37.75131, -122.408037 37.751257)), ((-122.409433 37.755998, -122.408499 37.756055, -122.408343 37.754453, -122.408189 37.752852, -122.40913 37.752796, -122.409266 37.754223, -122.409239 37.754262, -122.409253 37.754398, -122.40935 37.754963, -122.409433 37.755998)), ((-122.413294 37.755766, -122.413447 37.757363, -122.412348 37.75743, -122.412198 37.755833, -122.413294 37.755766)), ((-122.40794 37.759305, -122.408064 37.760601, -122.407066 37.760661, -122.406947 37.759365, -122.40794 37.759305)))",2023Q3,"8,518.41",Mission,60750229022005 | 60750229031002 | 60750229031004 | 60750252001000 | 60750228022001 | 60750228031000 | 60750228033001,60750229022005,06075022902
7769,"POLYGON ((-122.403523 37.754454, -122.403127 37.754478, -122.403011 37.753202, -122.403406 37.753178, -122.404363 37.753121, -122.404484 37.754396, -122.403523 37.754454))",2023Q3,"1,319.57",Mission,60750229032000 | 60750229032001,60750229032000,06075022903
7770,"MULTIPOLYGON (((-122.402027 37.745954, -122.400311 37.744982, -122.401996 37.743094, -122.403243 37.743794, -122.402918 37.744996, -122.402698 37.746334, -122.402027 37.745954)), ((-122.393921 37.746911, -122.39424 37.746286, -122.394395 37.746357, -122.396009 37.747262, -122.396186 37.747385, -122.396647 37.748352, -122.397285 37.749685, -122.396274 37.749746, -122.395308 37.749804, -122.39334 37.749915, -122.393183 37.749933, -122.392386 37.750022, -122.392363 37.750025, -122.392228 37.750044, -122.39193 37.750087, -122.391763 37.750105, -122.391706 37.750111, -122.391418 37.750141, -122.390433 37.750118, -122.390296 37.748785, -122.390219 37.748026, -122.39021 37.747946, -122.390216 37.747504, -122.390128 37.747051, -122.390107 37.746818, -122.390489 37.746792, -122.390635 37.746835, -122.391455 37.747074, -122.391523 37.747094, -122.392519 37.747384, -122.392708 37.747439, -122.392844 37.747479, -122.392881 37.747439, -122.392931 37.747384, -122.393207 37.747368, -122.393313 37.747362, -122.393343 37.74736, -122.393544 37.747348, -122.393718 37.747338, -122.393921 37.746911)), ((-122.405208 37.751787, -122.406219 37.751726, -122.406336 37.753004, -122.405331 37.753064, -122.405208 37.751787)))",2023Q3,"8,726.43",Mission,60750229032004 | 60759809001020 | 60759809001027 | 60759809001030,60750229032004,06075022903
7771,"MULTIPOLYGON (((-122.409749 37.74838, -122.40965 37.748379, -122.409646 37.748334, -122.409642 37.748292, -122.409637 37.748244, -122.409572 37.747553, -122.410001 37.747384, -122.410495 37.747354, -122.410461 37.74743, -122.410538 37.748232, -122.410542 37.748278, -122.410546 37.748317, -122.410551 37.748367, -122.410449 37.748365, -122.409749 37.74838)), ((-122.408825 37.749601, -122.408978 37.751201, -122.408037 37.751257, -122.407884 37.749657, -122.408825 37.749601)), ((-122.412464 37.752601, -122.412995 37.752573, -122.413141 37.754165, -122.412047 37.75423, -122.4119 37.752629, -122.412464 37.752601)), ((-122.412348 37.75743, -122.412501 37.759028, -122.41158 37.759084, -122.411424 37.757485, -122.412348 37.75743)), ((-122.409568 37.757727, -122.409661 37.758494, -122.409735 37.759108, -122.40977 37.759194, -122.40992 37.759566, -122.409997 37.760485, -122.409033 37.760543, -122.408892 37.75934, -122.408848 37.75925, -122.40794 37.759305, -122.407754 37.757705, -122.408651 37.757651, -122.409588 37.757595, -122.409568 37.757727)))",2023Q3,"26,385.45",Mission,60750229033002 | 60750228012001 | 60750228012005 | 60750228012008 | 60750228012009 | 60750251001008 | 60750229011000,60750229033002,06075022903
7772,"MULTIPOLYGON (((-122.407309 37.746262, -122.407828 37.746035, -122.408125 37.746465, -122.408206 37.746584, -122.40844 37.746923, -122.407271 37.747431, -122.40713 37.747463, -122.406982 37.747516, -122.406879 37.747502, -122.406093 37.74701, -122.406496 37.746595, -122.406594 37.746571, -122.407309 37.746262)), ((-122.408663 37.747953, -122.408696 37.748262, -122.408701 37.748305, -122.408706 37.748353, -122.40871 37.748397, -122.408825 37.749601, -122.407884 37.749657, -122.407781 37.748577, -122.407799 37.74849, -122.40782 37.748366, -122.408663 37.747953)))",2023Q3,"9,304.22",Mission,60750229033003 | 60750251001004 | 60750251001005 | 60750251001013,60750229033003,06075022903
7810,"POLYGON ((-122.403827 37.749297, -122.403991 37.748781, -122.404052 37.74859, -122.404104 37.748425, -122.404312 37.74778, -122.40439 37.747537, -122.404413 37.747539, -122.40445 37.747543, -122.404992 37.7476, -122.404896 37.748153, -122.404937 37.748223, -122.405057 37.748247, -122.405899 37.747958, -122.405976 37.747896, -122.406275 37.747859, -122.406721 37.748681, -122.406745 37.748725, -122.406788 37.748805, -122.406892 37.748772, -122.407799 37.74849, -122.407781 37.748577, -122.407884 37.749657, -122.406896 37.749717, -122.407007 37.749921, -122.407139 37.75131, -122.406187 37.751367, -122.406219 37.751726, -122.405208 37.751787, -122.404242 37.751845, -122.403287 37.751902, -122.403169 37.751909, -122.403061 37.751916, -122.403073 37.751794, -122.403175 37.751281, -122.403214 37.751165, -122.403298 37.750917, -122.403309 37.750885, -122.403514 37.750282, -122.403736 37.749584, -122.403784 37.749433, -122.403827 37.749297))",2023Q3,"36,408.96",Mission,60750251003000 | 60750229032009 | 60750229032008 | 60750229033000,60750251003000,06075025100
7821,"MULTIPOLYGON (((-122.417779 37.739184, -122.417896 37.738424, -122.419073 37.738538, -122.418584 37.739297, -122.418461 37.739249, -122.417779 37.739184)), ((-122.420275 37.739985, -122.420856 37.740221, -122.420382 37.740956, -122.420051 37.741465, -122.419467 37.741233, -122.420275 37.739985)), ((-122.415788 37.740407, -122.415692 37.741609, -122.415666 37.741948, -122.415651 37.742133, -122.415223 37.742157, -122.415014 37.742182, -122.415074 37.74158, -122.415169 37.740377, -122.415788 37.740407)), ((-122.420166 37.74142, -122.42098 37.74175, -122.420693 37.742191, -122.419811 37.741834, -122.420051 37.741465, -122.420166 37.74142)), ((-122.418357 37.748198, -122.418206 37.748203, -122.418221 37.748166, -122.418256 37.748111, -122.418276 37.74808, -122.419121 37.746775, -122.419505 37.746183, -122.419886 37.745595, -122.420019 37.745389, -122.42013 37.746576, -122.420269 37.748026, -122.420273 37.748064, -122.420279 37.748125, -122.420282 37.748161, -122.420139 37.748157, -122.419171 37.748179, -122.418357 37.748198)), ((-122.422565 37.748, -122.422878 37.747948, -122.424584 37.747847, -122.424698 37.747838, -122.424777 37.748644, -122.423677 37.748711, -122.422611 37.748783, -122.422565 37.748)))",2023Q3,"28,822.4",Mission,60750253004000 | 60750254012002 | 60750210004004 | 60750252004001 | 60750252004005 | 60750253002003 | 60750253002005,60750253004000,06075025300
8213,"MULTIPOLYGON (((-122.404134 37.760834, -122.404963 37.760784, -122.405097 37.760792, -122.40522 37.762055, -122.404259 37.762113, -122.404134 37.760834)), ((-122.403372 37.763356, -122.403265 37.762264, -122.403292 37.762171, -122.404259 37.762113, -122.404372 37.763382, -122.403412 37.763445, -122.403372 37.763356)), ((-122.405443 37.768496, -122.405087 37.768518, -122.404875 37.768531, -122.403874 37.768591, -122.403779 37.767527, -122.40376 37.767316, -122.40475 37.767257, -122.404963 37.767244, -122.405154 37.767233, -122.405321 37.767223, -122.405422 37.767217, -122.405708 37.7672, -122.405778 37.767939, -122.4058 37.768171, -122.405828 37.768473, -122.405625 37.768485, -122.405443 37.768496)))",2023Q3,"25,219.1",Mission,60750607021013 | 60750227041007 | 60750227041016 | 60750177001019,60750607021013,06075060702
8217,"MULTIPOLYGON (((-122.407534 37.765783, -122.407685 37.767082, -122.406677 37.767142, -122.406553 37.765842, -122.406429 37.764548, -122.40742 37.764488, -122.408424 37.764427, -122.409393 37.764369, -122.410364 37.76431, -122.410487 37.765606, -122.408544 37.765723, -122.407534 37.765783)), ((-122.404836 37.765945, -122.404623 37.765958, -122.403643 37.766017, -122.403527 37.764723, -122.404497 37.764664, -122.40484 37.764643, -122.40509 37.764628, -122.405463 37.764606, -122.405585 37.7659, -122.4052 37.765923, -122.404952 37.765938, -122.404836 37.765945)), ((-122.406176 37.768452, -122.4058 37.768171, -122.405778 37.767939, -122.405708 37.7672, -122.406677 37.767142, -122.406799 37.768415, -122.406539 37.768431, -122.406383 37.76844, -122.406176 37.768452)), ((-122.405408 37.76969, -122.405203 37.769702, -122.40499 37.769715, -122.404875 37.768531, -122.405087 37.768518, -122.405443 37.768496, -122.405625 37.768485, -122.405828 37.768473, -122.405879 37.769013, -122.405913 37.769406, -122.405939 37.769659, -122.405844 37.769665, -122.405589 37.76968, -122.405408 37.76969)))",2023Q3,"100,176.72",Mission,60750607021027 | 60750177001023 | 60750177001003 | 60750177001016 | 60750177001025 | 60750177001022 | 60750177001000,60750607021027,06075060702
8244,"MULTIPOLYGON (((-122.400395 37.75195, -122.400374 37.751724, -122.400322 37.751176, -122.400305 37.751108, -122.400217 37.750753, -122.400472 37.750673, -122.401232 37.750632, -122.401364 37.752018, -122.400416 37.752075, -122.400395 37.75195)), ((-122.404242 37.751845, -122.405208 37.751787, -122.405331 37.753064, -122.404363 37.753121, -122.403406 37.753178, -122.403011 37.753202, -122.402978 37.75275, -122.403007 37.752446, -122.403061 37.751916, -122.403169 37.751909, -122.403287 37.751902, -122.404242 37.751845)), ((-122.403544 37.756804, -122.403396 37.756471, -122.403306 37.756166, -122.403245 37.75576, -122.403127 37.754478, -122.403523 37.754454, -122.403645 37.755735, -122.403727 37.756598, -122.403868 37.756926, -122.404002 37.756996, -122.403766 37.75701, -122.403689 37.757015, -122.403544 37.756804)), ((-122.399907 37.757243, -122.398939 37.757301, -122.3988 37.755841, -122.398693 37.754745, -122.39958 37.754692, -122.399738 37.754682, -122.399979 37.75718, -122.399907 37.757243)))",2023Q3,"2,321.86",Mission,60750614012006 | 60750614013001 | 60750614013002 | 60750229032005 | 60750229032007 | 60750229032006 | 60750228022006,60750614012006,06075061401
8596,"MULTIPOLYGON (((-122.41761 37.770416, -122.417579 37.770433, -122.417546 37.77045, -122.417374 37.77089, -122.416971 37.771634, -122.4169 37.771724, -122.416184 37.771413, -122.414997 37.770896, -122.415308 37.770359, -122.415563 37.769631, -122.416339 37.769688, -122.417721 37.769852, -122.417764 37.769857, -122.417781 37.769918, -122.417777 37.769975, -122.41772 37.770357, -122.41761 37.770416)), ((-122.422589 37.770775, -122.422439 37.770664, -122.422365 37.769868, -122.423146 37.769821, -122.423303 37.77146, -122.42324 37.771552, -122.423039 37.77124, -122.422809 37.770992, -122.422589 37.770775)), ((-122.422551 37.772208, -122.422487 37.771694, -122.422525 37.771588, -122.422457 37.770861, -122.422584 37.770965, -122.422718 37.771096, -122.422835 37.771235, -122.422965 37.771391, -122.423072 37.771563, -122.423121 37.771657, -122.423179 37.771785, -122.42325 37.771937, -122.423402 37.771975, -122.423267 37.772058, -122.42262 37.772503, -122.422632 37.772368, -122.422551 37.772208)), ((-122.421441 37.772639, -122.421859 37.77297, -122.421917 37.773017, -122.421941 37.773036, -122.421989 37.773074, -122.421916 37.773123, -122.42132 37.773592, -122.421232 37.773523, -122.420775 37.773165, -122.4204 37.772872, -122.421068 37.772344, -122.421441 37.772639)), ((-122.419334 37.77521, -122.419299 37.775034, -122.419271 37.774904, -122.418699 37.773081, -122.41882 37.773201, -122.41894 37.773315, -122.419664 37.773893, -122.420141 37.77429, -122.42015 37.774298, -122.42018 37.774315, -122.420254 37.774359, -122.420177 37.774457, -122.419681 37.774871, -122.419334 37.77521)), ((-122.417381 37.776445, -122.416916 37.776076, -122.416525 37.775764, -122.416443 37.775699, -122.415908 37.775272, -122.417104 37.774325, -122.417515 37.774651, -122.418659 37.775558, -122.418704 37.775645, -122.417615 37.7766, -122.417515 37.776534, -122.417381 37.776445)))",2023Q2,"471,963.17",Mission,60750176034000 | 60750177002009 | 60750201011000 | 60750201011002 | 60750202021000 | 60750202021004 | 60750201011003,60750176034000,06075017603
8599,"MULTIPOLYGON (((-122.407264 37.76928, -122.406882 37.769299, -122.406725 37.769307, -122.406398 37.769371, -122.406213 37.769463, -122.405939 37.769659, -122.405913 37.769406, -122.405879 37.769013, -122.405828 37.768473, -122.4058 37.768171, -122.406176 37.768452, -122.406383 37.76844, -122.406539 37.768431, -122.406799 37.768415, -122.407813 37.768354, -122.407841 37.768774, -122.407848 37.768881, -122.407853 37.768951, -122.407874 37.768991, -122.408007 37.769244, -122.407461 37.769271, -122.407264 37.76928)), ((-122.403205 37.773051, -122.401657 37.771817, -122.403878 37.770063, -122.405425 37.771296, -122.403966 37.772449, -122.403738 37.772628, -122.403205 37.773051)), ((-122.407768 37.774351, -122.407405 37.774638, -122.406829 37.775093, -122.406369 37.775457, -122.406296 37.775514, -122.406105 37.775362, -122.406041 37.775318, -122.406048 37.775307, -122.406291 37.775017, -122.406436 37.774779, -122.406552 37.774589, -122.406657 37.774271, -122.406717 37.774092, -122.406755 37.773978, -122.406817 37.773434, -122.406787 37.772669, -122.406806 37.772654, -122.406968 37.772526, -122.407771 37.773166, -122.408429 37.77369, -122.408516 37.77376, -122.407986 37.774179, -122.407768 37.774351)), ((-122.402103 37.773923, -122.402265 37.773794, -122.402671 37.773473, -122.404214 37.774704, -122.403636 37.775161, -122.403076 37.774709, -122.402103 37.773923)))",2023Q2,"34,640.01",Mission,60750177001001 | 60750180003001 | 60750180004007 | 60750180004011,60750177001001,06075017700
8600,"POLYGON ((-122.407685 37.767082, -122.407534 37.765783, -122.408544 37.765723, -122.410487 37.765606, -122.41061 37.766903, -122.41158 37.766841, -122.411703 37.768114, -122.411759 37.768693, -122.411515 37.768833, -122.410814 37.769053, -122.410831 37.769232, -122.410881 37.769322, -122.410931 37.769411, -122.410835 37.769417, -122.410755 37.769422, -122.40954 37.769235, -122.409258 37.769221, -122.408551 37.769252, -122.408007 37.769244, -122.407874 37.768991, -122.407853 37.768951, -122.407848 37.768881, -122.407841 37.768774, -122.407813 37.768354, -122.407685 37.767082))",2023Q2,"124,461.78",Mission,60750177001006 | 60750177001015 | 60750177001014 | 60750177001005,60750177001006,06075017700
8601,"MULTIPOLYGON (((-122.410487 37.765606, -122.411455 37.765548, -122.41158 37.766841, -122.41061 37.766903, -122.410487 37.765606)), ((-122.408436 37.769318, -122.408007 37.769244, -122.408551 37.769252, -122.409258 37.769221, -122.40954 37.769235, -122.410755 37.769422, -122.410835 37.769417, -122.410931 37.769411, -122.410908 37.769429, -122.410886 37.769447, -122.409736 37.770349, -122.409035 37.769793, -122.408436 37.769318)), ((-122.409736 37.770349, -122.411278 37.771579, -122.410678 37.772052, -122.409134 37.77082, -122.409736 37.770349)))",2023Q2,"22,580.9",Mission,60750177001009 | 60750177001028 | 60750177001010 | 60750180004017,60750177001009,06075017700
8602,"MULTIPOLYGON (((-122.41158 37.766841, -122.411455 37.765548, -122.412416 37.76549, -122.412538 37.76677, -122.412611 37.767538, -122.41283 37.766751, -122.413227 37.766725, -122.41326 37.76707, -122.413341 37.768023, -122.413396 37.768671, -122.413427 37.769036, -122.413389 37.769459, -122.413385 37.769502, -122.413347 37.769578, -122.413209 37.769854, -122.413046 37.770052, -122.412751 37.770389, -122.412619 37.770521, -122.41248 37.77063, -122.410989 37.769456, -122.410959 37.769433, -122.410931 37.769411, -122.410881 37.769322, -122.410831 37.769232, -122.410814 37.769053, -122.411515 37.768833, -122.411759 37.768693, -122.411935 37.768591, -122.412217 37.76837, -122.412424 37.768074, -122.411703 37.768114, -122.41158 37.766841)), ((-122.414344 37.77061, -122.414605 37.770128, -122.414801 37.769612, -122.414819 37.769565, -122.414899 37.769564, -122.415487 37.769589, -122.415579 37.769578, -122.415563 37.769631, -122.415308 37.770359, -122.414997 37.770896, -122.414344 37.77061)), ((-122.414027 37.771864, -122.414526 37.771405, -122.414997 37.770896, -122.416184 37.771413, -122.4169 37.771724, -122.416368 37.7724, -122.416304 37.772456, -122.415561 37.773101, -122.415002 37.772649, -122.414392 37.772158, -122.414027 37.771864)), ((-122.410692 37.773025, -122.411897 37.772073, -122.412824 37.772812, -122.412225 37.773285, -122.41161 37.773769, -122.411071 37.773333, -122.410692 37.773025)))",2023Q2,"246,559.84",Mission,60750177001011 | 60750177002013 | 60750178032003 | 60750177001007 | 60750177001013 | 60750177002006 | 60750177002010,60750177001011,06075017700
8603,"MULTIPOLYGON (((-122.41283 37.766751, -122.412611 37.767538, -122.412538 37.76677, -122.41283 37.766751)), ((-122.412619 37.770521, -122.412751 37.770389, -122.414526 37.771405, -122.414027 37.771864, -122.41342 37.772343, -122.412824 37.772812, -122.411897 37.772073, -122.411278 37.771579, -122.411841 37.771135, -122.41248 37.77063, -122.412619 37.770521)), ((-122.412225 37.773285, -122.412824 37.772812, -122.413763 37.77356, -122.414368 37.774043, -122.413944 37.774378, -122.413769 37.774516, -122.412225 37.773285)))",2023Q2,"50,527.92",Mission,60750177001012 | 60750177002011 | 60750178031004 | 60750178032004,60750177001012,06075017700
